Table No.18 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
DURING JANUARY, 2015",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
69,FRESHPAY IT SOLUTIONS PVT LTD,Cyprus,BONUSTRY LTD,NEW DELHI,Activities of other  commission agents n.e.c. (including commission agents working in emerging areas  for,2.14,0.03,
70,PENSYS SOFTWARE PRIVATE LIMITED,Denmark,ELIASSEN HOLDING APS,NEW DELHI,Other information technology and computer service activities n.e.c,0.21,0.00,
71,SONDEX HEAT EXCHANGERS INDIA PVT LTD,Denmark,SONDEX HOLDING A/S,MUMBAI,"Manufacture of other general purpose machinery n.e.c. (
fans intended for industrial applications, exhaust",135.30,2.17,
72,BOROBADUR TOURIST SERVICES PVT. LTD.,Denmark,LARS JEAN DENIS BERTRAM,PANAJI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",0.42,0.01,
73,ARV MINING ENGINEERS PRIVATE LIMITED,Estonia,IBEL LOGIC OU,NEW DELHI,Architectural and engineering activities and related technical consultancy,0.01,0.00,
74,ARV MINING ENGINEERS PRIVATE LIMITED,Estonia,IBEL LOGIC OU,NEW DELHI,Architectural and engineering activities and related technical consultancy,0.49,0.01,
75,ASHLEY ALTEAMS INDIA LTD,Finland,ALTEAMS OY,CHENNAI,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",75.00,1.21,
76,KONEPAJA FACOR INDIA PRIATE LIMITED,Finland,KONEPAJA FACOR OY,AHMEDABAD,Manufacture of other special- purpose machinery n.e.c.,1.90,0.03,
77,SPORTS ROOTS PRIVATE LIMITED,France,THOMAS LAVENANT,NEW DELHI,Sports and recreation education,0.99,0.02,
78,SY.B CONSULTING INDIA PVT LTD,France,SYLVAIN BILAINE,MUMBAI,Architectural and engineering activities and related technical consultancy,0.10,0.00,
79,SY.B CONSULTING INDIA PVT LTD,France,SYLVAIN BILAINE,MUMBAI,Architectural and engineering activities and related technical consultancy,1.68,0.03,
80,ALLEVARD IAI SUSPENSIONS PVT LTD,France,ALLEVARD REJNA AUTOSUSPENSIONS,MUMBAI,Manufacture of motor vehicle engines,3.72,0.06,
81,CREDIT AGRICOLE CIB SERVICES PVT LTD,France,CREDIT AGRICOLE CORPORATE INVESTMENT BAN,MUMBAI,Activities of call centres,20.00,0.32,
82,SOLAIREDIRECT ENERGY INDIA PVT LTD,France,SOLAIREDIRECT SA,MUMBAI,Electric power generation using solar energy,75.88,1.22,
83,INDIAN PRI CLUB MANAGEMENT PVT LTD,France,DAVID BELLARMY,MUMBAI,Management consultancy activities,0.05,0.00,
84,COGELLI MARKETING SERVICES PRIVATE LIMIT,France,LAURENT PERRIN,CHENNAI,Wholesale of construction and civil engineering machinery and equipment,0.32,0.01,
85,MASSELIN SPRINGS (INDIA) PVT LTD,France,"L'ALLIANCE, FRANCE",BANGALORE,Manufacture of other fabricated metal products n.e.c.,0.70,0.01,
86,SOUFFLET MALT INDIA PVT. LTD.,France,Malteries Soufflet,NEW DELHI,"Other semi-processed, processed or instant foods",4.00,0.06,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,n.e.c. except farinaceous products and malted foods,,,
87,SOUFFLET MALT INDIA PVT. LTD.,France,Malteries Soufflet,NEW DELHI,"Other semi-processed, processed or instant foods
n.e.c. except farinaceous products and malted foods",8.00,0.13,
88,NORTHERN SOLAIRE PRAKASH PRIVATE LTD.,France,SOLAIRE DIRECT SA,NEW DELHI,Electric power generation using solar energy,147.30,2.37,
89,KALYCITO INFOTECH PRIVATE LIMITED,France,Stephane Potier,CHENNAI,Research and experimental development on social sciences and humanities,0.40,0.01,
90,OFIC BUILDING MATERIALS INDIA PRIVATE LI,France,ONDULINE S.A,BANGALORE,"Wholesale of construction materials (sand, gravel etc.)",32.92,0.53,
91,CODELEARN LEARNING PRIVATE LIMITED,France,KIMA VENTURES SAS,BANGALORE,Educational support services,8.21,0.13,
92,MASSELIN SPRINGS (INDIA) PVT LTD,France,MASSELIN INTERNATIONAL SASU,BANGALORE,Manufacture of other fabricated metal products n.e.c.,0.30,0.00,
93,TECHLINK INTERNATIONAL PROCESS ENGINEERS,France,TECHLINK-SARL,AHMEDABAD,Manufacture of fluid power equipment,0.79,0.01,
