Table No. 19 (c),,,,,,,,
"STATEMENT ON REMITTANCE-WISE OF FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
"190
0",HAMLAI INDUSTRIES PRIVATE LIMITED,Oman,SUJAY AJITKUMAR KARSANDAS,AHMEDABAD,Manufacture of other articles n.e.c.,19.96,0.29,
"190
1",ALEX STEWART INTERNATIONAL (INDIA) P LTD,Panama,International Inspections S.A,CHENNAI,Technical testing and analysis,0.66,0.01,
190,KOMTECH PLASTIC,Panama,NADAR INTENATIONAL,BANGALORE,Manufacture of,1.87,0.03,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
2,TECHNOLOGIES INDIA PVT L,,CORPORATION,,moulded industrial accessories of plastics [including electrical insulating fittings of,,,
"190
3",DCDC HEALTH SERVICES PRIVATE LIMITED,Philippines,ASIAN DEVELOPMENT BANK,NEW DELHI,Activities of independent diagnostic/pathologic al laboratories,228.30,3.16,
"190
4","GRAINPRO INDIA
POSTHARVEST TECHNOLOGY PV",Philippines,GRAINPRO PHILIPPINES INC,MUMBAI,"Other post harvest crop activities, n.e.c.",0.10,0.00,
"190
5",CAZEERA BUILDERS PRIVATE LIMITED,Philippines,ANNIE MARIE CASUGA HALILI,KOCHI,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.05,0.00,
"190
6",HINDUJA GLOBAL SOLUTIONS LTD,Philippines,PUSHKAR MISHRA,MUMBAI,"Other information service activities
n.e.c.",0.45,0.01,
"190
7",GET PROFESSIONAL WORKFORCE PVT LTD,Poland,BARTOSZ LOCH,MUMBAI,Human resources provision and management of human resources functions,0.05,0.00,
"190
8",BEFARED INDIA PVT LTD,Poland,FABRYKA REDUKTOROW I MOTOREDUKTOROW BEFA,MUMBAI,"Manufacture of bearings, gears, gearing and driving elements",1.91,0.03,
"190
9",VETPHAGE PHARMACEUTICALS PVT LTD,Poland,PROTEON PHARMACEUTICALS S.A,MUMBAI,Veterinary activities,0.10,0.00,
"191
0",BELLA TRADE HEALTHCARE PVT LTD,Poland,TORUNSKIE ZAKLADY MATERIAKOW OPATRUNKOWY,MUMBAI,Manufacture of wadding of textile materials and articles of wadding such as sanitary napkins and tam,10.00,0.15,
"191
1",TIME 2 SHINE DETAILERS PVT LTD,Poland,TOMASZ ZEMBRZYCKI,MUMBAI,"Maintenance and repair of motor
vehicles",2.87,0.04,
"191
2",TIME 2 SHINE DETAILERS PVT LTD,Poland,TOMASZ ZEMBRZYCKI,MUMBAI,Maintenance and repair of motor vehicles,0.64,0.01,
"191
3",TIME 2 SHINE DETAILERS PVT LTD,Poland,TOMASZ ZEMBRZYCKI,MUMBAI,Maintenance and repair of motor vehicles,0.45,0.01,
"191
4",TIME 2 SHINE DETAILERS PVT LTD,Poland,TOMASZ ZEMBRZYCKI,MUMBAI,Maintenance and repair of motor vehicles,3.72,0.05,
"191
5",TIME 2 SHINE DETAILERS PVT LTD,Poland,TOMASZ ZEMBRZYCKI,MUMBAI,Maintenance and repair of motor vehicles,0.13,0.00,
"191
6",TIME 2 SHINE DETAILERS PVT LTD,Poland,TOMASZ ZEMBRYCKI,MUMBAI,"Maintenance and
repair of motor vehicles",1.02,0.01,
"191
7",BEFARED INDIA PVT LTD,Poland,FABRYKA REDUKTOROW I MOTOREDUKTOROW BEFA,MUMBAI,"Manufacture of bearings, gears, gearing and driving
elements",4.09,0.06,
"191
8",BEFARED INDIA PVT LTD,Poland,FABRYKA REDUKTOROW I MOTOREDUKTOROW BEFA,MUMBAI,"Manufacture of bearings, gears,",0.06,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,gearing and driving elements,,,
"191
9",JBM SOLARIS ELECTRIC VEHICLES PVT LTD,Poland,SOLARIS BUS AND COACH S.A,NEW DELHI,"Wholesale and retail sale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks,",6.04,0.09,
"192
0",PANGOLINS GAMES PVT LTD,Poland,PLAY COOL ZOMBIE SPORTS GAMES SP Z O O,NEW DELHI,"Publishing of
computer games for all platforms",0.09,0.00,
"192
1",VOX BUILDING PRODUCTS PRIVATE LIMITED,Poland,SERVICES VOX SPOLKA Z ORGANICZONA ODPOWI,BANGALORE,"Wholesale of construction materials (sand,
gravel etc.)",5.00,0.07,
"192
2",CRISIL LTD.,Poland,Milosz Papst,MUMBAI,Activities auxiliary to financial service activities n.e.c.,1.66,0.02,
"192
3",STER INDIA PRIVATE LIMITED,Poland,Ster Sp ZOO,CHENNAI,Sale of motor vehicle parts and accessories,3.99,0.06,
"192
4",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,Lycamobile italy lda,CHENNAI,"Activities of independent diagnostic/pathologic
al laboratories",17.04,0.25,
"192
5",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,LYCAMOBILE ITALY LDA,CHENNAI,Activities of independent diagnostic/pathologic al laboratories,4.28,0.06,
"192
6",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,LYCAMOBILE ITALY LDA,CHENNAI,"Activities of independent diagnostic/pathologic
al laboratories",8.74,0.13,
"192
7",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,LYCAMOBILE ITALY LDA,CHENNAI,"Activities of independent diagnostic/pathologic
al laboratories",4.34,0.06,
"192
8",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,Lycamobile Italy Lda,CHENNAI,Activities of independent diagnostic/pathologic al laboratories,2.21,0.03,
"192
9",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,lycamobile italy da,CHENNAI,"Activities of independent diagnostic/pathologic
al laboratories",8.32,0.12,
"193
0",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,LYCAMOBILE ITALY LDA,CHENNAI,"Activities of independent diagnostic/pathologic
al laboratories",4.30,0.06,
"193
1",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,LYCAMOVILE ITALY LDA,CHENNAI,"Activities of independent diagnostic/pathologic
al laboratories",6.60,0.09,
"193
2",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,LYCAMOBILE ITALY LDA,CHENNAI,"Activities of independent diagnostic/pathologic
al laboratories",4.32,0.06,
"193
3",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,Lycamobile Italy LDA,CHENNAI,"Activities of independent diagnostic/pathologic
al laboratories",12.95,0.18,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"193
4",WESTMINSTER HEALTHCARE PRIVATE LTD,Portugal,LYCAMOBILE ITALY LAD,CHENNAI,Activities of independent diagnostic/pathologic al laboratories,13.09,0.18,
"193
5",AMIKA HOTELS MADURAI PVT LTD,Portugal,pettigo comercio international lda,CHENNAI,"Restaurant and bar activities connected to transportation, when carried out by separate units",18.48,0.27,
"193
6",ANAS TEC INDIA PRIVATE LIMITED,Qatar,ANAS TEC GULF ENGINEERING LLC,HYDERABAD,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways,",0.49,0.01,
"193
7",ANAS TEC INDIA PRIVATE LIMITED,Qatar,ANAS TEC GULF ENGINEERING LLC,HYDERABAD,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways,",235.28,3.43,
"193
8",SYNTHERA BIOMEDICAL PVT LTD,Qatar,NIKHIL AGARWAL,MUMBAI,Manufacture of other medical and dental instruments n.e.c.,1.01,0.01,
"193
9",M/S VASISTA ENTERPRISE SOLUTIONS PVT LTD,Qatar,DEVESH ASHOK MODY,HYDERABAD,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",1.50,0.02,
"194
0",MERHAKI FOODS AND NUTRITION PRIVATE LIMI,Qatar,Kha;id Nagi K A Nagi,JAIPUR,Manufacture of other dairy products n.e.c.,4.50,0.06,
"194
1",SAVUTE TEXTILES PVT LTD,Qatar,Satish G Pillai,KOCHI,"Preparation and spinning of cotton fiber including
blended* cotton",3.76,0.05,
"194
2",3 I INFOTECH LTD.,Qatar,JOSEPH SAMUEL,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web- page",1.27,0.02,
"194
3",WELLTHY THERAPEUTICS PVT LTD,Qatar,TRIO INVESTMENT COMPANY,MUMBAI,"Other human health activities n.e.c. (including independent
ambulance activities)",0.00,0.00,
"194
4",WELLTHY THERAPEUTICS PVT LTD,Qatar,TRIO INVESTMENT COMPANY,MUMBAI,Other human health activities n.e.c. (including independent ambulance activities),4.76,0.07,
"194
5",VIT AND NAD SMART BUISNESS PVT LTD,Russia,Vitaly Valerevich Grinyuk,PANAJI,Activities of interior decorators,0.05,0.00,
"194
6",DESIGNSENSE SOFTWARE TECHNOLOGIES PRIVAT,Russia,MAMILLAPALLE VENKATRAN,BANGALORE,Other information technology and computer service activities n.e.c,9.79,0.14,
"194
7",DICOPA HEALTHCARE PRIVATE LTD,Russia,SUDHANSHU TYAGI,NEW DELHI,Hospital activities,70.00,0.97,
194,KALINA CAFE PVT LTD,Russia,Andrei Kirianov,PANAJI,Bars and Restaurants,0.05,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
8,,,,,with bars,,,
"194
9",VIT AND NAD SMART BUISNESS PVT LTD,Russia,Nadezhda Alex Androvna Mikhailova,PANAJI,Activities of interior decorators,0.05,0.00,
"195
0",CNS FASHION RETAIL PRIVATE LIMITED,Russia,CONCEPT GROUP LLC,NEW DELHI,Manufacture of wearing apparel n.e.c.,3.43,0.05,
"195
1",TECHNONICOL INDIA PVT LTD,Russia,MIARA LLC,MUMBAI,Wholesale of other construction equipment n.e.c.,14.85,0.21,
"195
2",TECHNONICOL INDIA PVT LTD,Russia,TN INVEST LLC,MUMBAI,"Wholesale of other
construction equipment n.e.c.",0.15,0.00,
"195
3",DICOPA HEALTHCARE PRIVATE LTD,Russia,SHUDHANSHU TYAGI,NEW DELHI,Hospital activities,0.08,0.00,
"195
4",MYBUSINESS CONSULTING 9INDIA) PVT LTD,Russia,ANTIPIN DMITRII VLADIMIROVICH,NEW DELHI,"Manufacture of prepared meals and
dishes",0.14,0.00,
"195
5",MYBUSINESS CONSULTING 9INDIA) PVT LTD,Russia,BAZHENOV KONSTANTIN OLEGOVICH,NEW DELHI,Manufacture of prepared meals and dishes,0.14,0.00,
"195
6",PINE TREE SFOUR SOLUTIONS PVT LTD,Russia,ALEXANDER V TIMOFEEV,MUMBAI,Other information technology and computer service activities n.e.c,0.25,0.00,
"195
7",M/S SPECTRE EXIM PRIVATE LIMITED,Russia,Ravil Rafail Yevich Minigulov,KANPUR,Other non-specialised wholesale trade n.e.c.,1.12,0.02,
"195
8",CALL SOLUTIONS TECHNOLOGY PVT LTD,Russia,ILDAR SHARIPOV,NEW DELHI,Market research and public opinion polling,0.50,0.01,
"195
9",CALL SOLUTIONS TECHNOLOGY PVT LTD,Russia,ALEXANDER PETRIANIN,NEW DELHI,Market research and public opinion polling,0.01,0.00,
"196
0",CHEMILITE COATINGS PVT.LTD.,Saudi Arabia,MAAROOF AHMED MOHAMMED BADHEEB,KOCHI,"Manufacture of paints
and varnishes, enamels or lacquers",1.67,0.02,
"196
1",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,Ibrahim Hamad Saleh Alhamoudi,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles",3.86,0.05,
"196
2",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,Ibrahim Hamad Saleh Alhamoudi,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles",5.78,0.08,
"196
3",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,Ibrahim Hamad Saleh Alhomoudi,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and
similar articles",14.53,0.20,
"196
4",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,Ibrahim Hamad Saleh Alhamoudi,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles",2.57,0.04,
"196
5",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,Ibrahim Hamad Saleh Alhamoudi,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles",12.09,0.17,
"196
6",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,Ibrahim Hamad Saleh Alhamoudi,JAIPUR,Manufacture of metal sanitaryware such as,5.27,0.07,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,"baths, sinks, washbasins and similar articles",,,
"196
7",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,Ibraham Hamad Saleh Alhamoudi,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles",4.12,0.06,
"196
8",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,Ibrahim Hamad Saleh Alhamoudi,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles",3.45,0.05,
"196
9",NEXUS FLIGHT OPERATIONS INDIA PVT LTD,Saudi Arabia,NEXUS FLIGHT OPERATIONS SERVICES LLC,MUMBAI,"Activities related to air transport of passengers, animals or freight",16.10,0.22,
"197
0",TRUX APP PVT. LTD.,Saudi Arabia,FAISAL ALBTAIN,NEW DELHI,Other land transport services n.e.c,21.99,0.30,
"197
1",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,Ibrahim Hamad Saleh Alhamoudi,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles",7.66,0.11,
"197
2",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,ALHAMOUDI IBRAHIM HAMAD S,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles",11.09,0.15,
"197
3",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,ALHAMOUDI IBRAHIM HAMAD S,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and
similar articles",7.35,0.10,
"197
4",INDUHAIBAA PRIVATE LIMITED,Saudi Arabia,IBRAHIM HAMAD SALEH ALHAMOUDI,JAIPUR,"Manufacture of metal sanitaryware such as baths, sinks, washbasins and similar articles",5.05,0.07,
"197
5",IDEALOOM VENTURES PVT. LTD.,Saudi Arabia,ZAKEER HUSSAIN KHALIFA,HYDERABAD,Computer consultancy and computer facilities management activities,0.72,0.01,
"197
6",IDEALOOM VENTURES PVT. LTD.,Saudi Arabia,ZAKEER HUSSAIN KHALIFA,HYDERABAD,Computer consultancy and computer facilities management activities,0.24,0.00,
"197
7",MAS WORLD PRIVATE LTD.,Saudi Arabia,Abdullah Abdrabalrasool Albaqshia,CHENNAI,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.50,0.01,
"197
8",LARSEN & TOUBRO LTD.,Saudi Arabia,Pulkit Garg,MUMBAI,Construction and maintenance of power plants,0.08,0.00,
"197
9",LARSEN & TOUBRO LTD.,Saudi Arabia,SANKAR NASKAR,MUMBAI,"Construction and maintenance of
power plants",0.19,0.00,
198,LARSEN & TOUBRO LTD.,Saudi Arabia,SHANMUGARAJ S,MUMBAI,Construction and,0.15,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
0,,,,,maintenance of power plants,,,
"198
1",LIBERTY VIDEOCON GENERAL INSURANCE CO LT,Singapore,LIBERTY CITYSTATE HOLDINGS PTE LTD,MUMBAI,Non-life insurance,"2,496.79",34.57,
"198
2",WELLTHY THERAPEUTICS PVT LTD,Singapore,BEENEXT2 PTE LTD,MUMBAI,"Other human health activities n.e.c. (including independent
ambulance activities)",26.00,0.36,
"198
3",EQUINOX BUSINESS(ESSAR TECHNOLOGY BKC) P,Singapore,COTTON HOLDINGS I PTE LTD,MUMBAI,Real estate activities with own or leased property,0.00,0.00,
"198
4",BROOKFIELD GLOBAL INTEGRATED SOLUTIONS P,Singapore,BROOKFIELD GLOBAL INTEGRATED SOLUTIONS S,MUMBAI,Real estate activities on a fee or contract basis,10.80,0.15,
"198
5",WELLTHY THERAPEUTICS PVT LTD,Singapore,BEENEXT2 PTE LTD,MUMBAI,Other human health activities n.e.c. (including independent ambulance activities),0.00,0.00,
"198
6",DTC TECHNOLOGIES PVT LTD,Singapore,SINGAPORE ANGEL NETWORK PTE LTD,MUMBAI,Other specialised office support services activities,1.05,0.01,
"198
7",SILA SOLUTIONS PVT LTD,Singapore,JOSEPH NEIL BEARDEN,MUMBAI,Combined facilities support activities,6.26,0.09,
"198
8",SILA SOLUTIONS PVT LTD,Singapore,RAHUL MALANI,MUMBAI,Combined facilities support activities,3.12,0.04,
"198
9",SILA SOLUTIONS PVT LTD,Singapore,BALAGOPAL VISS,MUMBAI,Combined facilities support activities,3.12,0.04,
"199
0",REGROW BIOSCIENCES P L (REGENERATIVE MED,Singapore,ASCUS INTERNATIONAL PVT LTD,MUMBAI,Other human health activities n.e.c. (including independent ambulance activities),2.44,0.03,
"199
1",KIMPLAS PIPING SYSTEMS LTD,Singapore,Norma Group Asia Pacific Holding  Pte Lt,MUMBAI,"Manufacture of moulded industrial accessories of plastics [including electrical
insulating fittings of","1,268.80",17.57,
"199
2",INSPILEARN EDUCATION PVT LTD,Singapore,ANIP SHARMA,MUMBAI,Educational support services,1.00,0.01,
"199
3",INSPILEARN EDUCATION PVT LTD,Singapore,RAHUL KHEMKA,MUMBAI,Educational support services,1.50,0.02,
"199
4",DELFINGEN INDIA PVT LTD,Singapore,DELFINGEN ASIA PACIFIC HOLDING PTE LTD,MUMBAI,"Manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition",15.01,0.21,
"199
5",MOTIVEPRIME CONSUMER ELECTRONICS PRIVATE,Singapore,HIKE GLOBAL PTE LTD,NEW DELHI,"Manufacture of other electronic
components n.e.c",133.24,1.85,
"199
6",DISCIDIUM INTERNET LABS PVT LTD,Singapore,SHANTANU SUNIL SHETE,MUMBAI,"Publishing of operating business and other
applications",1.28,0.02,
"199
7",GLOBAL CHANNEL RESOURCES INDIA PVT LTD,Singapore,GLOBAL CHANNEL RESOURCE PTE LTD,MUMBAI,"Providing software support and maintenance to the
clients",2.10,0.03,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
"199
8",GLOBAL CHANNEL RESOURCES INDIA PVT LTD,Singapore,GLOBAL CHANNEL RESOURCES INDIA PTE LTD,MUMBAI,Providing software support and maintenance to the clients,2.59,0.04,
"199
9",GLOBAL CHANNEL RESOURCES INDIA PVT LTD,Singapore,GLOBAL CHANNEL RESOURCE PTE LTD,MUMBAI,Providing software support and maintenance to the clients,0.10,0.00,
"200
0",BROOKFIELD GLOBAL INTEGRATED SOLUTIONS P,Singapore,BROOKFIELD GLOBAL INTEGRATED SOLUTIONS S,MUMBAI,"Real estate activities
on a fee or contract basis",19.48,0.27,
"200
1",BROOKFIELD GLOBAL INTEGRATED SOLUTIONS P,Singapore,BROOKFIELD GLOBAL INTEGRATED SOLUTIONS P,MUMBAI,Real estate activities on a fee or contract basis,0.02,0.00,
"200
2",TALENTPAY INDIA PVT LTD,Singapore,TALENTPAY HOLDINGS PTE LTD,MUMBAI,"Other business
support service activities n.e.c.",0.70,0.01,
"200
3",TALENTPAY INDIA PVT LTD,Singapore,TALENTPAY HOLDINGS PTE LTD,MUMBAI,"Other business support service
activities n.e.c.",1.63,0.02,
"200
4",DRUMS FOOD INTERNATIONAL PVT LTD,Singapore,VERLINVEST ASIA PTE LTD,MUMBAI,"Manufacture of ice- cream, kulfi etc.",120.00,1.66,
"200
5",WELSPUN STEEL LTD,Singapore,SARACORP PTE LTD,AHMEDABAD,"Manufacture of steel in ingots or other primary forms, and other semifinished products of steel",136.23,1.89,
"200
6",RADIANT HUES CRM SOLUTIONS PVT. LTD.,Singapore,VISWANATHAN,NEW DELHI,Retail sale via e- commerce,1.24,0.02,
"200
7",MOVENSE ENTERTAINMENT PVT LTD,Singapore,HHC HOLDINGS PTE. LTD,NEW DELHI,Publishing of operating business and other applications,0.51,0.01,
"200
8",OSLABS TECHNOLOGY INDIA PVT LTD,Singapore,OSLABS PTE LTD,MUMBAI,Publishing of operating systems and system software,8.40,0.12,
"200
9",CHONG ALK INTERTRADE INDIA PVT. LTD.,Singapore,CHONG AIK INTERTRADE PTE. LTD,NEW DELHI,Sale of motor vehicle parts and accessories,1.00,0.01,
"201
0",IDEOPE MEDIA PRIVATE LIMITED,Singapore,FREAKOUT PTE. LTD,NEW DELHI,Advertising,3.26,0.05,
"201
1",NESTAWAY TECHNOLOGIES PRIVATE LIMITED,Singapore,INTERNET FUND III PTE LTD,BANGALORE,Operation of web sites that use a search engine to generate and maintain extensive databases of internet,774.00,10.72,
"201
2",CDC DEVELOPMENT INDIA PRIVATE LIMITED,Singapore,Century Real estate International Pte Lt,BANGALORE,Other civil engineering projects n.e.c.,504.00,6.98,
"201
3",RENESOLA INDIA PVT. LTD.,Singapore,RENESOLA SINGAPORE PTE. LTD,NEW DELHI,"Wholesale of electronic valves and tubes, semiconductor devices, microchips, integrated circuits
and",0.10,0.00,
"201
4",SILVEREDGE TECHNOLOGIES PVT LTD,Singapore,SILVERPUSH PTE. LTD,NEW DELHI,"Providing software support and maintenance to the
clients",15.88,0.22,
201,HANDS ON TRADES PRIVATE,Singapore,GROFERS INTERNATIONAL,NEW DELHI,Wholesale of fruits &,633.60,9.11,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
5,LIMITED,,PTE LTD,,vegetables,,,
"201
6",AMPSOLAR VENTURES PRIVATE LIMITED,Singapore,AMPSOLAR ASIA HOLDINGS PTE LTD,NEW DELHI,Electric power generation using solar energy,10.00,0.14,
"201
7",VAHDAM TEAS PVT LTD,Singapore,SINGAPORE ANGEL NETWORK PTE LTD,NEW DELHI,"Processing and blending of tea including manufacture of
instant tea",0.76,0.01,
"201
8",ONE 97 COMMUNICATIONS LIMITED,Singapore,WORMHOLE TECHNOLOGY (SINGAPORE) PVT LTD,NEW DELHI,Other information service activities n.e.c.,"1,179.92",16.97,
"201
9",GAMINGMONK ENTERTAINMENT PVT LTD,Singapore,INCUBATE FUND PTE LTD,NEW DELHI,Other amusement and recreation activities n.e.c.,0.01,0.00,
"202
0",GAMINGMONK ENTERTAINMENT PVT LTD,Singapore,INCUBATE FUND PTE LTD,NEW DELHI,"Other amusement and recreation
activities n.e.c.",19.50,0.28,
"202
1",REERACOEN INDIA PVT LTD (ER:JOBTESSIO CO,Singapore,REERACOEN SINGAPORE PTE LTD,NEW DELHI,Human resources provision and management of human resources functions,29.00,0.42,
"202
2",JEOL INDIA PVT LTD,Singapore,JEOL ASIA PTE LTD,NEW DELHI,"Research and experimental development on natural sciences and
engineering",140.00,2.01,
"202
3",STRIPE INDIA PRIVATE LIMITED,Singapore,STRIPE PAYMENTS SINGAPORE PTE LTD,BANGALORE,"Other information technology and computer service
activities n.e.c",19.52,0.28,
"202
4",EHOMEMAKER SOLUTIONS INDIA PVT LTD,Singapore,LIVSPACE PTE LTD,BANGALORE,Wholesale of furniture and fixtures,26.04,0.37,
"202
5",JVS INDUSTRIES PVT LTD,Singapore,JOULON SEA ACQUISITION PTE LTD,AHMEDABAD,"Manufacture of other pumps, compressors, taps and valves etc.",90.58,1.30,
"202
6",BTI PAYMENTS PRIVATE LIMITED,Singapore,BTI PAYMETNS SINGAPORE PTE LTD,BANGALORE,Activities auxiliary to financial service activities n.e.c.,175.00,2.52,
"202
7",HOME INTERIOR DESIGNS E- COMMERCE PRIVATE,Singapore,LIVSPACE PTE LTD,BANGALORE,Other information technology and computer service activities n.e.c,67.26,0.97,
"202
8",EXVILLAGE SOFTWARE SYSTEMS PRIVATE LIMIT,Singapore,DU LINXU,BANGALORE,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-
page",0.03,0.00,
"202
9",MIGRANT FILMS PVT LTD,Singapore,NEBIL MEHABOOB,MUMBAI,Production of motion picture,0.03,0.00,
"203
0",MIGRANT FILMS PVT LTD,Singapore,SRINIVAS RAMADAS,MUMBAI,Production of motion picture,0.01,0.00,
"203
1",MIGRANT FILMS PVT LTD,Singapore,VIKRAM BALASUBRAMANIAN,MUMBAI,Production of motion picture,0.03,0.00,
"203
2",MIGRANT FILMS PVT LTD,Singapore,NEBIL MEHABOOB,MUMBAI,Production of motion picture,2.47,0.04,
203,MIGRANT FILMS PVT LTD,Singapore,SRINIVAS RAMADAS,MUMBAI,Production of motion,0.99,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
3,,,,,picture,,,
"203
4",MIGRANT FILMS PVT LTD,Singapore,VIKRAM BALASUBRAMANIAN,MUMBAI,Production of motion picture,2.23,0.03,
"203
5",OSLABS TECHNOLOGY INDIA PVT LTD,Singapore,Oslabs Pte Ltd,MUMBAI,"Publishing of operating systems
and system software",50.32,0.72,
"203
6",ASCENT HEALTH AND WELLNESS SOLUTIONS PVT,Singapore,EVERMED HOLDINGS PTE LTD,MUMBAI,Wholesale of pharmaceutical and medical goods,880.05,12.65,
"203
7",MP BIOMEDICALS INDIA PVT LTD,Singapore,MP BIOMEDICALS ASIA PACIFIC PTE LTD,MUMBAI,"Wholesale of industrial chemicals,",33.56,0.48,
"203
8",JVS INDUSTRIES PVT LTD,Singapore,JOULONSEA ACQUISITION PTE LTD,AHMEDABAD,"Manufacture of other pumps, compressors, taps and valves etc.",68.23,0.98,
"203
9",CREDO MINERAL INDUSTRIES LIMITED,Singapore,CHEM ASIA TECHNOLOGIES PTE LTD,AHMEDABAD,Manufacture of basic chemical elements,30.27,0.44,
"204
0",CLEANTECH SOLAR ENERGY INDIA PVT LTD,Singapore,Cleantech Solar Asia Pte Ltd,MUMBAI,Electric power generation using solar energy,70.00,1.01,
"204
1",SIDDHANTHAM TOLLWAY PVT LTD,Singapore,MAIF  2 INVESTMENT INDIA 2 PTE LTD,MUMBAI,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways,
highways,",10.00,0.14,
"204
2",DIPON GAS AND INFRASTRUCTURE PVT LTD,Singapore,DG INFRATECH PTE LTD,MUMBAI,Construction of buildings carried out on own-account basis or on a fee or contract basis,10.84,0.16,
"204
3",RAFFLES DESIGN INTERNATIONAL (I) PVT. LT,Singapore,RAFFLES EDUCATION CORPORATION LTD,MUMBAI,"Higher education in other professional/ vocational courses leading to a degree or
equivalent",2.96,0.04,
"204
4",RAFFLES DESIGN INTERNATIONAL (I) PVT. LT,Singapore,RAFFLES EDUCATION CORPORATION LTD,MUMBAI,Higher education in other professional/ vocational courses leading to a degree or equivalent,2.77,0.04,
"204
5",BIG TREE ENTERTAINMENT PVT. LTD.,Singapore,TPG GROWTH IV SF PTE LTD,MUMBAI,"Other reservation
service and related activities",0.81,0.01,
"204
6",BIG TREE ENTERTAINMENT PVT. LTD.,Singapore,TPG GROWTH IV SF PTE LTD,MUMBAI,Other reservation service and related activities,"3,690.31",53.06,
