Table No.19 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE
DURING JULY 2016 TO SEPTEMBER, 2016",,,,,,,,
110,BINARYERP SOFTWARE PRIVATE LIMITED,Canada,BINARY STREAM SOFTWARE INC,CHANDIGARH,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",1.00,0.01,
111,FACES COSMETICS INDIA PVT LTD,Canada,FACES COSMETICS INC.,MUMBAI,"Manufacture of cosmetics and toileteries (includes manufacture of preshave, shaving or after shave
preparations;",31.00,0.46,
112,VELAN VALVES INDIA PVT LTD,Canada,VELAN INC,CHENNAI,"Manufacture of other pumps,",19.98,0.30,
,,,,,"compressors, taps and valves etc.",,,
113,VELAN VALVES INDIA PVT LTD,Canada,THOMAS VELAN,CHENNAI,"Manufacture of other pumps,",0.02,0.00,
,,,,,"compressors, taps and valves etc.",,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
114,HARLEQUIN INDIA PVT LTD,Canada,HARLEQUIN ENTERPRISES LTD,MUMBAI,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias",20.62,0.31,
115,EUCLID INFOTECH PVT LTD,Canada,ADITYA CHANDRA JHA,MUMBAI,Operation of web sites that use a search engine to generate and maintain extensive databases of internet,2.75,0.04,
116,FACES COSMETICS INDIA PVT LTD,Canada,FACES COSMETICS INC,MUMBAI,"Manufacture of cosmetics and toileteries (includes manufacture of preshave, shaving or after shave preparations;",59.96,0.90,
117,FACES COSMETICS INDIA PVT LTD,Canada,FACES COSMETICS INC,MUMBAI,"Manufacture of cosmetics and toileteries (includes manufacture of preshave, shaving or after shave
preparations;",53.00,0.79,
118,"CERES BIOSYSTEMS INDIA PVT
LTD(Erstwhile",Canada,CERES BIOSYSTEMS LTD,AHMEDABAD,Manufacture of urea and other organic fertilizers,6.97,0.10,
119,STAQU TECHNOLOGIES PRIVATE LIMITED,Canada,MURALI VASAN SUNDARALINGAM,NEW DELHI,Providing software support and maintenance to the clients,0.38,0.01,
120,AVETTI COMMERCE PVT LTD,Canada,David J Sopuch,HYDERABAD,Providing software support and maintenance to the clients,0.10,0.00,
121,AVETTI COMMERCE PVT LTD,Canada,Avetti.com Corporation,HYDERABAD,Providing software support and maintenance to the clients,0.15,0.00,
122,SOCIALINKED DIGITAL COMMERCE PVT LTD,Canada,ANICOLE INC,MUMBAI,Computer consultancy and computer facilities management activities,1.34,0.02,
123,SOCIALINKED DIGITAL COMMERCE PVT LTD,Canada,ONTARIO LTD,MUMBAI,Computer consultancy and computer facilities management activities,2.67,0.04,
124,INTERWRAP POLYMER PRODUCTS PVT LTD,Canada,640714 British Columbia Limited,MUMBAI,"Manufacture of plastic in primary forms (includes amino-resins,
polyurethanes etc.)",218.26,3.26,
125,CLEARFORD INDIA PVT LTD,Canada,clearford water systems inc,NEW DELHI,"Treatment of waste water or sewer
by means of physical, chemical or biological processes",4.10,0.06,
126,LIFE HEALTH FOODS (formerly PROSOYA FOOD,Canada,SOYAWORLD FOODS INCORPORATED,MUMBAI,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods",3.40,0.05,
127,LIFE HEALTH FOODS (formerly PROSOYA FOOD,Canada,SOYAWORLD FOODS INCORPORATED,MUMBAI,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods",5.32,0.08,
128,WEBCORP SOLUTIONS PRIVATE LIMITED,Canada,WEBCORP INC,HYDERABAD,Providing software support and maintenance to the clients,0.10,0.00,
129,SEVEN ISLANDS SHIPPING LTD,Caymen Islands,"Networth Trading Pvt. Ltd.,",MUMBAI,Sea and coastal freight water transport,49.01,0.73,
130,LIWAYWAY FOODS INDIA  PVT LTD,Caymen Islands,SUNARIN LAROSHE INTL CO LIMITED,BANGALORE,Manufacture of other bakery products n.e.c.,183.82,2.75,
131,DUBBAK SOLAR PROJECTS PRIVATE LIMITED,Caymen Islands,NEREUS HOLDINGS LP,NEW DELHI,Electric power generation using solar energy,0.00,0.00,
132,3D TECHNOPACK LTD,Caymen Islands,MANILLE LTD,MUMBAI,Manufacture of other plastics products n.e.c.,30.00,0.45,
133,LEIGHTON CONTRACTORS (INDIA) PVT LTD,Caymen Islands,LEIGHTON INTERNATIONAL LIMITED,MUMBAI,Other civil engineering projects n.e.c.,729.74,10.90,
134,MEDAK SOLAR PROJECTS PRIVATE LIMITED,Caymen Islands,NEREUS HOLDINGS LP,NEW DELHI,Electric power generation using solar energy,0.00,0.00,
135,LIWAYWAY FOODS INDIA  PVT LTD,Caymen Islands,SUNARIN LAROSHE INTL CO LIMITED,BANGALORE,Manufacture of other bakery products n.e.c.,15.93,0.24,
136,CANDOR PROJECT MANAGERS PVT LTD,Caymen Islands,BSREP MOON C1 L.P,MUMBAI,Real estate activities on a fee or contract basis,1.35,0.02,
137,IQ RESOURCE PRIVATE LIMITED,Caymen Islands,PEGASUS INVESTEMENT CAYMAN LIMITED,NEW DELHI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",9.19,0.14,
138,VYOME BIOSCIENCES PVT LTD,Caymen Islands,PERCEPTIVE LIFE SCIENCES MASTER FUND LIM,NEW DELHI,Research and experimental development on natural sciences and engineering,0.27,0.00,
139,VYOME BIOSCIENCES PVT LTD,Caymen Islands,PERCEPTIVE LIFE SCIENCES MASTER FUND LIM,NEW DELHI,Research and experimental development on natural sciences and engineering,468.73,7.02,
140,HERITAGE MAX REALTECH PRIVATE,Channel,GREEN LIGHT B TRUSTEE LIMITED,NEW DELHI,Construction of buildings carried out,339.63,5.09,
